,best
adjunct_island,0.618
superlative_quantifiers_2,0.656
anaphor_gender_agreement,0.612
tough_vs_raising_1,0.422
anaphor_number_agreement,0.509
tough_vs_raising_2,0.617
animate_subject_passive,0.584
wh_questions_subject_gap,0.759
animate_subject_trans,0.508
causative,0.474
wh_vs_that_no_gap,0.656
complex_NP_island,0.393
coordinate_structure_constraint_complex_left_branch,0.204
left_branch_island_echo_question,0.72
coordinate_structure_constraint_object_extraction,0.259
transitive,0.576
determiner_noun_agreement_1,0.545
wh_island,0.863
determiner_noun_agreement_2,0.518
only_npi_scope,0.248
determiner_noun_agreement_irregular_1,0.545
passive_1,0.468
determiner_noun_agreement_irregular_2,0.605
principle_A_domain_1,0.998
determiner_noun_agreement_with_adj_2,0.494
left_branch_island_simple_question,0.325
determiner_noun_agreement_with_adj_irregular_1,0.555
matrix_question_npi_licensor_present,0.049
determiner_noun_agreement_with_adj_irregular_2,0.533
npi_present_1,0.253
determiner_noun_agreement_with_adjective_1,0.502
principle_A_domain_2,0.532
distractor_agreement_relational_noun,0.463
principle_A_domain_3,0.511
distractor_agreement_relative_clause,0.453
drop_argument,0.421
wh_vs_that_with_gap,0.371
ellipsis_n_bar_1,0.312
ellipsis_n_bar_2,0.547
principle_A_reconstruction,0.241
existential_there_object_raising,0.661
regular_plural_subject_verb_agreement_1,0.508
existential_there_quantifiers_1,0.776
regular_plural_subject_verb_agreement_2,0.508
existential_there_quantifiers_2,0.437
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.543
wh_questions_object_gap,0.438
expletive_it_object_raising,0.617
inchoative,0.484
intransitive,0.41
sentential_negation_npi_scope,0.699
irregular_past_participle_adjectives,0.48
sentential_subject_island,0.568
irregular_past_participle_verbs,0.802
npi_present_2,0.27
irregular_plural_subject_verb_agreement_1,0.585
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.554
passive_2,0.412
principle_A_c_command,0.581
principle_A_case_1,0.999
principle_A_case_2,0.476
superlative_quantifiers_1,0.459
wh_questions_subject_gap_long_distance,0.825
wh_vs_that_no_gap_long_distance,0.737
wh_vs_that_with_gap_long_distance,0.356
