,best
adjunct_island,0.48
anaphor_gender_agreement,0.726
anaphor_number_agreement,0.528
animate_subject_passive,0.502
animate_subject_trans,0.618
causative,0.488
complex_NP_island,0.342
coordinate_structure_constraint_complex_left_branch,0.639
coordinate_structure_constraint_object_extraction,0.319
determiner_noun_agreement_1,0.53
determiner_noun_agreement_2,0.512
determiner_noun_agreement_irregular_1,0.484
determiner_noun_agreement_irregular_2,0.494
determiner_noun_agreement_with_adj_2,0.518
determiner_noun_agreement_with_adj_irregular_1,0.488
determiner_noun_agreement_with_adj_irregular_2,0.479
determiner_noun_agreement_with_adjective_1,0.515
distractor_agreement_relational_noun,0.483
distractor_agreement_relative_clause,0.472
drop_argument,0.474
ellipsis_n_bar_1,0.546
ellipsis_n_bar_2,0.493
existential_there_object_raising,0.48
existential_there_quantifiers_1,0.56
existential_there_quantifiers_2,0.071
existential_there_subject_raising,0.411
expletive_it_object_raising,0.487
inchoative,0.592
intransitive,0.594
irregular_past_participle_adjectives,0.125
irregular_past_participle_verbs,0.546
irregular_plural_subject_verb_agreement_1,0.52
irregular_plural_subject_verb_agreement_2,0.518
left_branch_island_echo_question,0.692
left_branch_island_simple_question,0.571
matrix_question_npi_licensor_present,0.757
npi_present_1,0.211
npi_present_2,0.198
only_npi_licensor_present,0.0
only_npi_scope,0.302
passive_1,0.35
passive_2,0.363
principle_A_c_command,0.324
principle_A_case_1,0.504
principle_A_case_2,0.509
principle_A_domain_1,0.591
principle_A_domain_2,0.504
principle_A_domain_3,0.491
principle_A_reconstruction,0.676
regular_plural_subject_verb_agreement_1,0.608
regular_plural_subject_verb_agreement_2,0.503
sentential_negation_npi_licensor_present,0.325
sentential_negation_npi_scope,0.716
sentential_subject_island,0.527
superlative_quantifiers_1,0.941
superlative_quantifiers_2,0.459
tough_vs_raising_1,0.523
tough_vs_raising_2,0.455
transitive,0.422
wh_island,0.918
wh_questions_object_gap,0.814
wh_questions_subject_gap,0.944
wh_questions_subject_gap_long_distance,0.979
wh_vs_that_no_gap,0.994
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.006
wh_vs_that_with_gap_long_distance,0.001
