,epoch_6
adjunct_island,0.574
anaphor_gender_agreement,0.607
anaphor_number_agreement,0.507
animate_subject_passive,0.567
animate_subject_trans,0.518
causative,0.42
complex_NP_island,0.441
coordinate_structure_constraint_complex_left_branch,0.067
coordinate_structure_constraint_object_extraction,0.558
determiner_noun_agreement_1,0.528
determiner_noun_agreement_2,0.504
determiner_noun_agreement_irregular_1,0.529
determiner_noun_agreement_irregular_2,0.581
determiner_noun_agreement_with_adj_2,0.478
determiner_noun_agreement_with_adj_irregular_1,0.544
determiner_noun_agreement_with_adj_irregular_2,0.538
determiner_noun_agreement_with_adjective_1,0.5
distractor_agreement_relational_noun,0.49
distractor_agreement_relative_clause,0.457
drop_argument,0.479
ellipsis_n_bar_1,0.233
ellipsis_n_bar_2,0.432
existential_there_object_raising,0.666
existential_there_quantifiers_1,0.656
existential_there_quantifiers_2,0.145
existential_there_subject_raising,0.598
expletive_it_object_raising,0.606
inchoative,0.414
intransitive,0.403
irregular_past_participle_adjectives,0.139
irregular_past_participle_verbs,0.77
irregular_plural_subject_verb_agreement_1,0.575
irregular_plural_subject_verb_agreement_2,0.571
left_branch_island_echo_question,0.271
left_branch_island_simple_question,0.103
matrix_question_npi_licensor_present,0.233
npi_present_1,0.393
npi_present_2,0.359
only_npi_licensor_present,0.0
only_npi_scope,0.53
passive_1,0.489
passive_2,0.481
principle_A_c_command,0.633
principle_A_case_1,1.0
principle_A_case_2,0.477
principle_A_domain_1,1.0
principle_A_domain_2,0.494
principle_A_domain_3,0.53
principle_A_reconstruction,0.225
regular_plural_subject_verb_agreement_1,0.493
regular_plural_subject_verb_agreement_2,0.48
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.755
sentential_subject_island,0.57
superlative_quantifiers_1,0.488
superlative_quantifiers_2,0.618
tough_vs_raising_1,0.457
tough_vs_raising_2,0.598
transitive,0.563
wh_island,0.891
wh_questions_object_gap,0.455
wh_questions_subject_gap,0.821
wh_questions_subject_gap_long_distance,0.831
wh_vs_that_no_gap,0.77
wh_vs_that_no_gap_long_distance,0.845
wh_vs_that_with_gap,0.266
wh_vs_that_with_gap_long_distance,0.255
