,best
adjunct_island,0.48
anaphor_gender_agreement,0.687
anaphor_number_agreement,0.618
animate_subject_passive,0.537
animate_subject_trans,0.569
causative,0.457
complex_NP_island,0.325
coordinate_structure_constraint_complex_left_branch,0.724
coordinate_structure_constraint_object_extraction,0.458
determiner_noun_agreement_1,0.515
determiner_noun_agreement_2,0.505
determiner_noun_agreement_irregular_1,0.523
determiner_noun_agreement_irregular_2,0.489
determiner_noun_agreement_with_adj_2,0.501
determiner_noun_agreement_with_adj_irregular_1,0.478
determiner_noun_agreement_with_adj_irregular_2,0.487
determiner_noun_agreement_with_adjective_1,0.479
distractor_agreement_relational_noun,0.524
distractor_agreement_relative_clause,0.527
drop_argument,0.344
ellipsis_n_bar_1,0.525
ellipsis_n_bar_2,0.305
existential_there_object_raising,0.499
existential_there_quantifiers_1,0.713
existential_there_quantifiers_2,0.704
existential_there_subject_raising,0.622
expletive_it_object_raising,0.479
inchoative,0.383
intransitive,0.306
irregular_past_participle_adjectives,0.55
irregular_past_participle_verbs,0.494
irregular_plural_subject_verb_agreement_1,0.53
irregular_plural_subject_verb_agreement_2,0.464
left_branch_island_echo_question,0.715
left_branch_island_simple_question,0.715
matrix_question_npi_licensor_present,0.287
npi_present_1,0.419
npi_present_2,0.403
only_npi_licensor_present,0.999
only_npi_scope,0.706
passive_1,0.543
passive_2,0.539
principle_A_c_command,0.357
principle_A_case_1,0.893
principle_A_case_2,0.446
principle_A_domain_1,0.852
principle_A_domain_2,0.498
principle_A_domain_3,0.472
principle_A_reconstruction,0.573
regular_plural_subject_verb_agreement_1,0.452
regular_plural_subject_verb_agreement_2,0.471
sentential_negation_npi_licensor_present,0.955
sentential_negation_npi_scope,0.759
sentential_subject_island,0.421
superlative_quantifiers_1,0.013
superlative_quantifiers_2,0.147
tough_vs_raising_1,0.491
tough_vs_raising_2,0.506
transitive,0.631
wh_island,0.702
wh_questions_object_gap,0.704
wh_questions_subject_gap,0.823
wh_questions_subject_gap_long_distance,0.841
wh_vs_that_no_gap,0.764
wh_vs_that_no_gap_long_distance,0.723
wh_vs_that_with_gap,0.21
wh_vs_that_with_gap_long_distance,0.301
