,best
adjunct_island,0.555
anaphor_gender_agreement,0.645
anaphor_number_agreement,0.542
animate_subject_passive,0.565
animate_subject_trans,0.527
causative,0.457
complex_NP_island,0.455
coordinate_structure_constraint_complex_left_branch,0.198
coordinate_structure_constraint_object_extraction,0.284
determiner_noun_agreement_1,0.514
determiner_noun_agreement_2,0.509
determiner_noun_agreement_irregular_1,0.533
determiner_noun_agreement_irregular_2,0.586
determiner_noun_agreement_with_adj_2,0.488
determiner_noun_agreement_with_adj_irregular_1,0.544
determiner_noun_agreement_with_adj_irregular_2,0.531
determiner_noun_agreement_with_adjective_1,0.493
distractor_agreement_relational_noun,0.459
distractor_agreement_relative_clause,0.471
drop_argument,0.403
ellipsis_n_bar_1,0.233
ellipsis_n_bar_2,0.498
existential_there_object_raising,0.671
existential_there_quantifiers_1,0.762
existential_there_quantifiers_2,0.271
existential_there_subject_raising,0.559
expletive_it_object_raising,0.614
inchoative,0.475
intransitive,0.389
irregular_past_participle_adjectives,0.422
irregular_past_participle_verbs,0.787
irregular_plural_subject_verb_agreement_1,0.587
irregular_plural_subject_verb_agreement_2,0.552
left_branch_island_echo_question,0.588
left_branch_island_simple_question,0.289
matrix_question_npi_licensor_present,0.058
npi_present_1,0.371
npi_present_2,0.362
only_npi_licensor_present,0.0
only_npi_scope,0.12
passive_1,0.457
passive_2,0.446
principle_A_c_command,0.584
principle_A_case_1,1.0
principle_A_case_2,0.458
principle_A_domain_1,0.996
principle_A_domain_2,0.511
principle_A_domain_3,0.491
principle_A_reconstruction,0.197
regular_plural_subject_verb_agreement_1,0.533
regular_plural_subject_verb_agreement_2,0.508
sentential_negation_npi_licensor_present,0.999
sentential_negation_npi_scope,0.655
sentential_subject_island,0.56
superlative_quantifiers_1,0.499
superlative_quantifiers_2,0.609
tough_vs_raising_1,0.435
tough_vs_raising_2,0.605
transitive,0.57
wh_island,0.942
wh_questions_object_gap,0.433
wh_questions_subject_gap,0.721
wh_questions_subject_gap_long_distance,0.766
wh_vs_that_no_gap,0.758
wh_vs_that_no_gap_long_distance,0.815
wh_vs_that_with_gap,0.276
wh_vs_that_with_gap_long_distance,0.275
