,best
adjunct_island,0.449
anaphor_gender_agreement,0.804
anaphor_number_agreement,0.577
animate_subject_passive,0.483
animate_subject_trans,0.599
causative,0.515
complex_NP_island,0.322
coordinate_structure_constraint_complex_left_branch,0.646
coordinate_structure_constraint_object_extraction,0.263
determiner_noun_agreement_1,0.503
determiner_noun_agreement_2,0.513
determiner_noun_agreement_irregular_1,0.522
determiner_noun_agreement_irregular_2,0.504
determiner_noun_agreement_with_adj_2,0.513
determiner_noun_agreement_with_adj_irregular_1,0.509
determiner_noun_agreement_with_adj_irregular_2,0.485
determiner_noun_agreement_with_adjective_1,0.499
distractor_agreement_relational_noun,0.506
distractor_agreement_relative_clause,0.484
drop_argument,0.502
ellipsis_n_bar_1,0.547
ellipsis_n_bar_2,0.473
existential_there_object_raising,0.451
existential_there_quantifiers_1,0.272
existential_there_quantifiers_2,0.115
existential_there_subject_raising,0.394
expletive_it_object_raising,0.458
inchoative,0.615
intransitive,0.624
irregular_past_participle_adjectives,0.181
irregular_past_participle_verbs,0.493
irregular_plural_subject_verb_agreement_1,0.509
irregular_plural_subject_verb_agreement_2,0.511
left_branch_island_echo_question,0.632
left_branch_island_simple_question,0.581
matrix_question_npi_licensor_present,0.811
npi_present_1,0.197
npi_present_2,0.196
only_npi_licensor_present,0.001
only_npi_scope,0.494
passive_1,0.342
passive_2,0.367
principle_A_c_command,0.321
principle_A_case_1,0.231
principle_A_case_2,0.504
principle_A_domain_1,0.358
principle_A_domain_2,0.42
principle_A_domain_3,0.49
principle_A_reconstruction,0.679
regular_plural_subject_verb_agreement_1,0.625
regular_plural_subject_verb_agreement_2,0.497
sentential_negation_npi_licensor_present,0.309
sentential_negation_npi_scope,0.731
sentential_subject_island,0.516
superlative_quantifiers_1,0.99
superlative_quantifiers_2,0.482
tough_vs_raising_1,0.507
tough_vs_raising_2,0.451
transitive,0.399
wh_island,0.923
wh_questions_object_gap,0.765
wh_questions_subject_gap,0.932
wh_questions_subject_gap_long_distance,0.981
wh_vs_that_no_gap,0.981
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.019
wh_vs_that_with_gap_long_distance,0.002
