,best
adjunct_island,0.528
anaphor_gender_agreement,0.377
anaphor_number_agreement,0.482
animate_subject_passive,0.571
animate_subject_trans,0.397
causative,0.45
complex_NP_island,0.496
coordinate_structure_constraint_complex_left_branch,0.515
coordinate_structure_constraint_object_extraction,0.535
determiner_noun_agreement_1,0.524
determiner_noun_agreement_2,0.504
determiner_noun_agreement_irregular_1,0.503
determiner_noun_agreement_irregular_2,0.525
determiner_noun_agreement_with_adj_2,0.479
determiner_noun_agreement_with_adj_irregular_1,0.544
determiner_noun_agreement_with_adj_irregular_2,0.524
determiner_noun_agreement_with_adjective_1,0.516
distractor_agreement_relational_noun,0.497
distractor_agreement_relative_clause,0.504
drop_argument,0.517
ellipsis_n_bar_1,0.224
ellipsis_n_bar_2,0.397
existential_there_object_raising,0.661
existential_there_quantifiers_1,0.801
existential_there_quantifiers_2,0.695
existential_there_subject_raising,0.546
expletive_it_object_raising,0.603
inchoative,0.332
intransitive,0.407
irregular_past_participle_adjectives,0.38
irregular_past_participle_verbs,0.599
irregular_plural_subject_verb_agreement_1,0.517
irregular_plural_subject_verb_agreement_2,0.524
left_branch_island_echo_question,0.713
left_branch_island_simple_question,0.562
matrix_question_npi_licensor_present,0.045
npi_present_1,0.308
npi_present_2,0.318
only_npi_licensor_present,0.672
only_npi_scope,0.393
passive_1,0.631
passive_2,0.606
principle_A_c_command,0.487
principle_A_case_1,0.999
principle_A_case_2,0.48
principle_A_domain_1,0.824
principle_A_domain_2,0.562
principle_A_domain_3,0.5
principle_A_reconstruction,0.417
regular_plural_subject_verb_agreement_1,0.438
regular_plural_subject_verb_agreement_2,0.461
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.365
sentential_subject_island,0.449
superlative_quantifiers_1,0.498
superlative_quantifiers_2,0.278
tough_vs_raising_1,0.515
tough_vs_raising_2,0.53
transitive,0.608
wh_island,0.619
wh_questions_object_gap,0.828
wh_questions_subject_gap,0.983
wh_questions_subject_gap_long_distance,0.951
wh_vs_that_no_gap,0.997
wh_vs_that_no_gap_long_distance,0.996
wh_vs_that_with_gap,0.003
wh_vs_that_with_gap_long_distance,0.003
