,best
adjunct_island,0.668
superlative_quantifiers_2,0.415
anaphor_gender_agreement,0.666
tough_vs_raising_1,0.496
anaphor_number_agreement,0.581
tough_vs_raising_2,0.558
animate_subject_passive,0.542
wh_questions_subject_gap,0.827
animate_subject_trans,0.454
causative,0.449
wh_vs_that_no_gap,0.966
complex_NP_island,0.44
coordinate_structure_constraint_complex_left_branch,0.172
left_branch_island_echo_question,0.539
coordinate_structure_constraint_object_extraction,0.41
transitive,0.593
determiner_noun_agreement_1,0.556
wh_island,0.784
determiner_noun_agreement_2,0.493
only_npi_scope,0.406
determiner_noun_agreement_irregular_1,0.518
passive_1,0.552
determiner_noun_agreement_irregular_2,0.529
principle_A_domain_1,0.985
determiner_noun_agreement_with_adj_2,0.475
left_branch_island_simple_question,0.204
determiner_noun_agreement_with_adj_irregular_1,0.514
matrix_question_npi_licensor_present,0.144
determiner_noun_agreement_with_adj_irregular_2,0.537
npi_present_1,0.483
determiner_noun_agreement_with_adjective_1,0.502
principle_A_domain_2,0.474
distractor_agreement_relational_noun,0.502
principle_A_domain_3,0.502
distractor_agreement_relative_clause,0.508
drop_argument,0.539
wh_vs_that_with_gap,0.047
ellipsis_n_bar_1,0.245
ellipsis_n_bar_2,0.475
principle_A_reconstruction,0.239
existential_there_object_raising,0.676
regular_plural_subject_verb_agreement_1,0.599
existential_there_quantifiers_1,0.706
regular_plural_subject_verb_agreement_2,0.495
existential_there_quantifiers_2,0.36
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.502
wh_questions_object_gap,0.474
expletive_it_object_raising,0.646
inchoative,0.456
intransitive,0.454
sentential_negation_npi_scope,0.612
irregular_past_participle_adjectives,0.741
sentential_subject_island,0.469
irregular_past_participle_verbs,0.664
npi_present_2,0.411
irregular_plural_subject_verb_agreement_1,0.553
only_npi_licensor_present,0.413
irregular_plural_subject_verb_agreement_2,0.535
passive_2,0.483
principle_A_c_command,0.505
principle_A_case_1,1.0
principle_A_case_2,0.463
superlative_quantifiers_1,0.133
wh_questions_subject_gap_long_distance,0.876
wh_vs_that_no_gap_long_distance,0.963
wh_vs_that_with_gap_long_distance,0.05
