,best
adjunct_island,0.638
superlative_quantifiers_2,0.69
anaphor_gender_agreement,0.606
tough_vs_raising_1,0.411
anaphor_number_agreement,0.521
tough_vs_raising_2,0.62
animate_subject_passive,0.593
wh_questions_subject_gap,0.81
animate_subject_trans,0.489
causative,0.465
wh_vs_that_no_gap,0.684
complex_NP_island,0.38
coordinate_structure_constraint_complex_left_branch,0.171
left_branch_island_echo_question,0.686
coordinate_structure_constraint_object_extraction,0.267
transitive,0.591
determiner_noun_agreement_1,0.551
wh_island,0.826
determiner_noun_agreement_2,0.53
only_npi_scope,0.274
determiner_noun_agreement_irregular_1,0.563
passive_1,0.475
determiner_noun_agreement_irregular_2,0.614
principle_A_domain_1,0.995
determiner_noun_agreement_with_adj_2,0.498
left_branch_island_simple_question,0.264
determiner_noun_agreement_with_adj_irregular_1,0.562
matrix_question_npi_licensor_present,0.065
determiner_noun_agreement_with_adj_irregular_2,0.536
npi_present_1,0.208
determiner_noun_agreement_with_adjective_1,0.506
principle_A_domain_2,0.519
distractor_agreement_relational_noun,0.455
principle_A_domain_3,0.501
distractor_agreement_relative_clause,0.437
drop_argument,0.412
wh_vs_that_with_gap,0.341
ellipsis_n_bar_1,0.312
ellipsis_n_bar_2,0.565
principle_A_reconstruction,0.257
existential_there_object_raising,0.67
regular_plural_subject_verb_agreement_1,0.494
existential_there_quantifiers_1,0.804
regular_plural_subject_verb_agreement_2,0.515
existential_there_quantifiers_2,0.507
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.548
wh_questions_object_gap,0.45
expletive_it_object_raising,0.608
inchoative,0.501
intransitive,0.411
sentential_negation_npi_scope,0.708
irregular_past_participle_adjectives,0.62
sentential_subject_island,0.564
irregular_past_participle_verbs,0.799
npi_present_2,0.219
irregular_plural_subject_verb_agreement_1,0.59
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.557
passive_2,0.413
principle_A_c_command,0.623
principle_A_case_1,0.999
principle_A_case_2,0.487
superlative_quantifiers_1,0.458
wh_questions_subject_gap_long_distance,0.853
wh_vs_that_no_gap_long_distance,0.758
wh_vs_that_with_gap_long_distance,0.329
