,best
adjunct_island,0.601
anaphor_gender_agreement,0.544
anaphor_number_agreement,0.543
animate_subject_passive,0.599
animate_subject_trans,0.563
causative,0.475
complex_NP_island,0.41
coordinate_structure_constraint_complex_left_branch,0.176
coordinate_structure_constraint_object_extraction,0.492
determiner_noun_agreement_1,0.598
determiner_noun_agreement_2,0.503
determiner_noun_agreement_irregular_1,0.545
determiner_noun_agreement_irregular_2,0.561
determiner_noun_agreement_with_adj_2,0.493
determiner_noun_agreement_with_adj_irregular_1,0.537
determiner_noun_agreement_with_adj_irregular_2,0.542
determiner_noun_agreement_with_adjective_1,0.505
distractor_agreement_relational_noun,0.447
distractor_agreement_relative_clause,0.487
drop_argument,0.446
ellipsis_n_bar_1,0.266
ellipsis_n_bar_2,0.49
existential_there_object_raising,0.681
existential_there_quantifiers_1,0.817
existential_there_quantifiers_2,0.247
existential_there_subject_raising,0.543
expletive_it_object_raising,0.621
inchoative,0.537
intransitive,0.451
irregular_past_participle_adjectives,0.572
irregular_past_participle_verbs,0.629
irregular_plural_subject_verb_agreement_1,0.579
irregular_plural_subject_verb_agreement_2,0.621
left_branch_island_echo_question,0.597
left_branch_island_simple_question,0.216
matrix_question_npi_licensor_present,0.165
npi_present_1,0.318
npi_present_2,0.33
only_npi_licensor_present,0.0
only_npi_scope,0.117
passive_1,0.457
passive_2,0.396
principle_A_c_command,0.483
principle_A_case_1,1.0
principle_A_case_2,0.482
principle_A_domain_1,0.977
principle_A_domain_2,0.524
principle_A_domain_3,0.496
principle_A_reconstruction,0.125
regular_plural_subject_verb_agreement_1,0.625
regular_plural_subject_verb_agreement_2,0.498
sentential_negation_npi_licensor_present,0.98
sentential_negation_npi_scope,0.602
sentential_subject_island,0.487
superlative_quantifiers_1,0.397
superlative_quantifiers_2,0.363
tough_vs_raising_1,0.516
tough_vs_raising_2,0.538
transitive,0.564
wh_island,0.839
wh_questions_object_gap,0.486
wh_questions_subject_gap,0.826
wh_questions_subject_gap_long_distance,0.901
wh_vs_that_no_gap,0.862
wh_vs_that_no_gap_long_distance,0.916
wh_vs_that_with_gap,0.183
wh_vs_that_with_gap_long_distance,0.128
