,best
adjunct_island,0.482
anaphor_gender_agreement,0.604
anaphor_number_agreement,0.533
animate_subject_passive,0.449
animate_subject_trans,0.496
causative,0.407
complex_NP_island,0.59
coordinate_structure_constraint_complex_left_branch,0.631
coordinate_structure_constraint_object_extraction,0.155
determiner_noun_agreement_1,0.498
determiner_noun_agreement_2,0.513
determiner_noun_agreement_irregular_1,0.54
determiner_noun_agreement_irregular_2,0.512
determiner_noun_agreement_with_adj_2,0.499
determiner_noun_agreement_with_adj_irregular_1,0.572
determiner_noun_agreement_with_adj_irregular_2,0.515
determiner_noun_agreement_with_adjective_1,0.494
distractor_agreement_relational_noun,0.483
distractor_agreement_relative_clause,0.495
drop_argument,0.474
ellipsis_n_bar_1,0.201
ellipsis_n_bar_2,0.627
existential_there_object_raising,0.622
existential_there_quantifiers_1,0.693
existential_there_quantifiers_2,0.0
existential_there_subject_raising,0.544
expletive_it_object_raising,0.587
inchoative,0.517
intransitive,0.546
irregular_past_participle_adjectives,0.461
irregular_past_participle_verbs,0.617
irregular_plural_subject_verb_agreement_1,0.494
irregular_plural_subject_verb_agreement_2,0.516
left_branch_island_echo_question,0.667
left_branch_island_simple_question,0.664
matrix_question_npi_licensor_present,0.431
npi_present_1,0.014
npi_present_2,0.014
only_npi_licensor_present,0.0
only_npi_scope,0.253
passive_1,0.571
passive_2,0.559
principle_A_c_command,0.588
principle_A_case_1,0.91
principle_A_case_2,0.415
principle_A_domain_1,0.289
principle_A_domain_2,0.484
principle_A_domain_3,0.472
principle_A_reconstruction,0.352
regular_plural_subject_verb_agreement_1,0.577
regular_plural_subject_verb_agreement_2,0.501
sentential_negation_npi_licensor_present,0.653
sentential_negation_npi_scope,0.195
sentential_subject_island,0.475
superlative_quantifiers_1,0.132
superlative_quantifiers_2,0.368
tough_vs_raising_1,0.312
tough_vs_raising_2,0.711
transitive,0.536
wh_island,0.968
wh_questions_object_gap,0.583
wh_questions_subject_gap,0.822
wh_questions_subject_gap_long_distance,0.69
wh_vs_that_no_gap,0.815
wh_vs_that_no_gap_long_distance,0.898
wh_vs_that_with_gap,0.173
wh_vs_that_with_gap_long_distance,0.121
