,best
adjunct_island,0.487
anaphor_gender_agreement,0.312
anaphor_number_agreement,0.503
animate_subject_passive,0.41
animate_subject_trans,0.426
causative,0.48
complex_NP_island,0.714
coordinate_structure_constraint_complex_left_branch,0.317
coordinate_structure_constraint_object_extraction,0.661
determiner_noun_agreement_1,0.475
determiner_noun_agreement_2,0.512
determiner_noun_agreement_irregular_1,0.524
determiner_noun_agreement_irregular_2,0.514
determiner_noun_agreement_with_adj_2,0.492
determiner_noun_agreement_with_adj_irregular_1,0.555
determiner_noun_agreement_with_adj_irregular_2,0.531
determiner_noun_agreement_with_adjective_1,0.505
distractor_agreement_relational_noun,0.492
distractor_agreement_relative_clause,0.505
drop_argument,0.611
ellipsis_n_bar_1,0.213
ellipsis_n_bar_2,0.6
existential_there_object_raising,0.64
existential_there_quantifiers_1,0.713
existential_there_quantifiers_2,0.008
existential_there_subject_raising,0.618
expletive_it_object_raising,0.597
inchoative,0.493
intransitive,0.6
irregular_past_participle_adjectives,0.168
irregular_past_participle_verbs,0.613
irregular_plural_subject_verb_agreement_1,0.532
irregular_plural_subject_verb_agreement_2,0.535
left_branch_island_echo_question,0.49
left_branch_island_simple_question,0.366
matrix_question_npi_licensor_present,0.258
npi_present_1,0.071
npi_present_2,0.044
only_npi_licensor_present,0.026
only_npi_scope,0.354
passive_1,0.562
passive_2,0.511
principle_A_c_command,0.412
principle_A_case_1,1.0
principle_A_case_2,0.415
principle_A_domain_1,0.699
principle_A_domain_2,0.569
principle_A_domain_3,0.485
principle_A_reconstruction,0.254
regular_plural_subject_verb_agreement_1,0.436
regular_plural_subject_verb_agreement_2,0.469
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.255
sentential_subject_island,0.505
superlative_quantifiers_1,0.565
superlative_quantifiers_2,0.229
tough_vs_raising_1,0.382
tough_vs_raising_2,0.648
transitive,0.559
wh_island,0.952
wh_questions_object_gap,0.336
wh_questions_subject_gap,0.584
wh_questions_subject_gap_long_distance,0.474
wh_vs_that_no_gap,0.669
wh_vs_that_no_gap_long_distance,0.698
wh_vs_that_with_gap,0.313
wh_vs_that_with_gap_long_distance,0.336
