,best
adjunct_island,0.724
superlative_quantifiers_2,0.581
anaphor_gender_agreement,0.709
tough_vs_raising_1,0.428
anaphor_number_agreement,0.684
tough_vs_raising_2,0.632
animate_subject_passive,0.61
wh_questions_subject_gap,0.805
animate_subject_trans,0.637
causative,0.434
wh_vs_that_no_gap,0.962
complex_NP_island,0.434
coordinate_structure_constraint_complex_left_branch,0.116
left_branch_island_echo_question,0.469
coordinate_structure_constraint_object_extraction,0.398
transitive,0.609
determiner_noun_agreement_1,0.6
wh_island,0.635
determiner_noun_agreement_2,0.506
only_npi_scope,0.318
determiner_noun_agreement_irregular_1,0.545
passive_1,0.612
determiner_noun_agreement_irregular_2,0.603
principle_A_domain_1,0.989
determiner_noun_agreement_with_adj_2,0.477
left_branch_island_simple_question,0.122
determiner_noun_agreement_with_adj_irregular_1,0.542
matrix_question_npi_licensor_present,0.089
determiner_noun_agreement_with_adj_irregular_2,0.541
npi_present_1,0.25
determiner_noun_agreement_with_adjective_1,0.512
principle_A_domain_2,0.504
distractor_agreement_relational_noun,0.439
principle_A_domain_3,0.509
distractor_agreement_relative_clause,0.493
drop_argument,0.538
wh_vs_that_with_gap,0.054
ellipsis_n_bar_1,0.41
ellipsis_n_bar_2,0.531
principle_A_reconstruction,0.229
existential_there_object_raising,0.7
regular_plural_subject_verb_agreement_1,0.513
existential_there_quantifiers_1,0.835
regular_plural_subject_verb_agreement_2,0.457
existential_there_quantifiers_2,0.524
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.491
wh_questions_object_gap,0.557
expletive_it_object_raising,0.658
inchoative,0.49
intransitive,0.489
sentential_negation_npi_scope,0.54
irregular_past_participle_adjectives,0.728
sentential_subject_island,0.453
irregular_past_participle_verbs,0.674
npi_present_2,0.238
irregular_plural_subject_verb_agreement_1,0.58
only_npi_licensor_present,0.389
irregular_plural_subject_verb_agreement_2,0.526
passive_2,0.532
principle_A_c_command,0.417
principle_A_case_1,1.0
principle_A_case_2,0.513
superlative_quantifiers_1,0.225
wh_questions_subject_gap_long_distance,0.796
wh_vs_that_no_gap_long_distance,0.951
wh_vs_that_with_gap_long_distance,0.089
