,epoch_1
adjunct_island,0.513
anaphor_gender_agreement,0.671
anaphor_number_agreement,0.527
animate_subject_passive,0.485
animate_subject_trans,0.596
causative,0.38
complex_NP_island,0.393
coordinate_structure_constraint_complex_left_branch,0.58
coordinate_structure_constraint_object_extraction,0.644
determiner_noun_agreement_1,0.482
determiner_noun_agreement_2,0.499
determiner_noun_agreement_irregular_1,0.521
determiner_noun_agreement_irregular_2,0.505
determiner_noun_agreement_with_adj_2,0.5
determiner_noun_agreement_with_adj_irregular_1,0.524
determiner_noun_agreement_with_adj_irregular_2,0.519
determiner_noun_agreement_with_adjective_1,0.485
distractor_agreement_relational_noun,0.535
distractor_agreement_relative_clause,0.546
drop_argument,0.609
ellipsis_n_bar_1,0.449
ellipsis_n_bar_2,0.432
existential_there_object_raising,0.483
existential_there_quantifiers_1,0.359
existential_there_quantifiers_2,0.746
existential_there_subject_raising,0.457
expletive_it_object_raising,0.473
inchoative,0.467
intransitive,0.544
irregular_past_participle_adjectives,0.589
irregular_past_participle_verbs,0.438
irregular_plural_subject_verb_agreement_1,0.495
irregular_plural_subject_verb_agreement_2,0.483
left_branch_island_echo_question,0.329
left_branch_island_simple_question,0.549
matrix_question_npi_licensor_present,0.659
npi_present_1,0.499
npi_present_2,0.6
only_npi_licensor_present,0.0
only_npi_scope,0.45
passive_1,0.57
passive_2,0.617
principle_A_c_command,0.271
principle_A_case_1,0.33
principle_A_case_2,0.489
principle_A_domain_1,0.491
principle_A_domain_2,0.485
principle_A_domain_3,0.505
principle_A_reconstruction,0.521
regular_plural_subject_verb_agreement_1,0.399
regular_plural_subject_verb_agreement_2,0.507
sentential_negation_npi_licensor_present,0.544
sentential_negation_npi_scope,0.353
sentential_subject_island,0.504
superlative_quantifiers_1,0.484
superlative_quantifiers_2,0.001
tough_vs_raising_1,0.497
tough_vs_raising_2,0.505
transitive,0.523
wh_island,0.298
wh_questions_object_gap,0.677
wh_questions_subject_gap,0.909
wh_questions_subject_gap_long_distance,0.83
wh_vs_that_no_gap,0.924
wh_vs_that_no_gap_long_distance,0.891
wh_vs_that_with_gap,0.081
wh_vs_that_with_gap_long_distance,0.095
