,best
adjunct_island,0.574
anaphor_gender_agreement,0.701
anaphor_number_agreement,0.63
animate_subject_passive,0.546
animate_subject_trans,0.611
causative,0.436
complex_NP_island,0.614
coordinate_structure_constraint_complex_left_branch,0.21
coordinate_structure_constraint_object_extraction,0.553
determiner_noun_agreement_1,0.522
determiner_noun_agreement_2,0.495
determiner_noun_agreement_irregular_1,0.527
determiner_noun_agreement_irregular_2,0.586
determiner_noun_agreement_with_adj_2,0.485
determiner_noun_agreement_with_adj_irregular_1,0.546
determiner_noun_agreement_with_adj_irregular_2,0.525
determiner_noun_agreement_with_adjective_1,0.503
distractor_agreement_relational_noun,0.47
distractor_agreement_relative_clause,0.468
drop_argument,0.546
ellipsis_n_bar_1,0.409
ellipsis_n_bar_2,0.49
existential_there_object_raising,0.68
existential_there_quantifiers_1,0.817
existential_there_quantifiers_2,0.098
existential_there_subject_raising,0.548
expletive_it_object_raising,0.648
inchoative,0.43
intransitive,0.448
irregular_past_participle_adjectives,0.832
irregular_past_participle_verbs,0.744
irregular_plural_subject_verb_agreement_1,0.526
irregular_plural_subject_verb_agreement_2,0.541
left_branch_island_echo_question,0.593
left_branch_island_simple_question,0.299
matrix_question_npi_licensor_present,0.007
npi_present_1,0.319
npi_present_2,0.248
only_npi_licensor_present,0.094
only_npi_scope,0.075
passive_1,0.537
passive_2,0.51
principle_A_c_command,0.429
principle_A_case_1,1.0
principle_A_case_2,0.42
principle_A_domain_1,0.937
principle_A_domain_2,0.492
principle_A_domain_3,0.497
principle_A_reconstruction,0.393
regular_plural_subject_verb_agreement_1,0.586
regular_plural_subject_verb_agreement_2,0.49
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.649
sentential_subject_island,0.589
superlative_quantifiers_1,0.349
superlative_quantifiers_2,0.526
tough_vs_raising_1,0.458
tough_vs_raising_2,0.594
transitive,0.588
wh_island,0.943
wh_questions_object_gap,0.374
wh_questions_subject_gap,0.602
wh_questions_subject_gap_long_distance,0.657
wh_vs_that_no_gap,0.86
wh_vs_that_no_gap_long_distance,0.91
wh_vs_that_with_gap,0.194
wh_vs_that_with_gap_long_distance,0.152
