,best
adjunct_island,0.74
superlative_quantifiers_2,0.311
anaphor_gender_agreement,0.663
tough_vs_raising_1,0.467
anaphor_number_agreement,0.699
tough_vs_raising_2,0.608
animate_subject_passive,0.536
wh_questions_subject_gap,0.833
animate_subject_trans,0.432
causative,0.443
wh_vs_that_no_gap,0.93
complex_NP_island,0.424
coordinate_structure_constraint_complex_left_branch,0.131
left_branch_island_echo_question,0.527
coordinate_structure_constraint_object_extraction,0.341
transitive,0.616
determiner_noun_agreement_1,0.613
wh_island,0.756
determiner_noun_agreement_2,0.518
only_npi_scope,0.467
determiner_noun_agreement_irregular_1,0.564
passive_1,0.596
determiner_noun_agreement_irregular_2,0.617
principle_A_domain_1,0.964
determiner_noun_agreement_with_adj_2,0.493
left_branch_island_simple_question,0.175
determiner_noun_agreement_with_adj_irregular_1,0.518
matrix_question_npi_licensor_present,0.067
determiner_noun_agreement_with_adj_irregular_2,0.558
npi_present_1,0.452
determiner_noun_agreement_with_adjective_1,0.558
principle_A_domain_2,0.45
distractor_agreement_relational_noun,0.479
principle_A_domain_3,0.499
distractor_agreement_relative_clause,0.491
drop_argument,0.526
wh_vs_that_with_gap,0.132
ellipsis_n_bar_1,0.306
ellipsis_n_bar_2,0.501
principle_A_reconstruction,0.175
existential_there_object_raising,0.677
regular_plural_subject_verb_agreement_1,0.632
existential_there_quantifiers_1,0.863
regular_plural_subject_verb_agreement_2,0.533
existential_there_quantifiers_2,0.394
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.5
wh_questions_object_gap,0.468
expletive_it_object_raising,0.648
inchoative,0.472
intransitive,0.447
sentential_negation_npi_scope,0.572
irregular_past_participle_adjectives,0.799
sentential_subject_island,0.461
irregular_past_participle_verbs,0.717
npi_present_2,0.38
irregular_plural_subject_verb_agreement_1,0.651
only_npi_licensor_present,0.55
irregular_plural_subject_verb_agreement_2,0.553
passive_2,0.512
principle_A_c_command,0.531
principle_A_case_1,1.0
principle_A_case_2,0.473
superlative_quantifiers_1,0.085
wh_questions_subject_gap_long_distance,0.885
wh_vs_that_no_gap_long_distance,0.915
wh_vs_that_with_gap_long_distance,0.126
