,checkpoint-28000
adjunct_island,0.597
anaphor_gender_agreement,0.521
anaphor_number_agreement,0.742
animate_subject_passive,0.698
animate_subject_trans,0.548
causative,0.671
complex_NP_island,0.409
coordinate_structure_constraint_complex_left_branch,0.195
coordinate_structure_constraint_object_extraction,0.596
determiner_noun_agreement_1,0.905
determiner_noun_agreement_2,0.917
determiner_noun_agreement_irregular_1,0.744
determiner_noun_agreement_irregular_2,0.85
determiner_noun_agreement_with_adj_2,0.854
determiner_noun_agreement_with_adj_irregular_1,0.762
determiner_noun_agreement_with_adj_irregular_2,0.789
determiner_noun_agreement_with_adjective_1,0.802
distractor_agreement_relational_noun,0.247
distractor_agreement_relative_clause,0.274
drop_argument,0.54
ellipsis_n_bar_1,0.474
ellipsis_n_bar_2,0.771
existential_there_object_raising,0.751
existential_there_quantifiers_1,0.932
existential_there_quantifiers_2,0.523
existential_there_subject_raising,0.72
expletive_it_object_raising,0.683
inchoative,0.536
intransitive,0.544
irregular_past_participle_adjectives,0.796
irregular_past_participle_verbs,0.828
irregular_plural_subject_verb_agreement_1,0.747
irregular_plural_subject_verb_agreement_2,0.754
left_branch_island_echo_question,0.286
left_branch_island_simple_question,0.3
matrix_question_npi_licensor_present,0.241
npi_present_1,0.105
npi_present_2,0.242
only_npi_licensor_present,0.379
only_npi_scope,0.744
passive_1,0.675
passive_2,0.656
principle_A_c_command,0.596
principle_A_case_1,1.0
principle_A_case_2,0.674
principle_A_domain_1,0.959
principle_A_domain_2,0.59
principle_A_domain_3,0.579
principle_A_reconstruction,0.292
regular_plural_subject_verb_agreement_1,0.775
regular_plural_subject_verb_agreement_2,0.721
sentential_negation_npi_licensor_present,0.999
sentential_negation_npi_scope,0.292
sentential_subject_island,0.254
superlative_quantifiers_1,0.781
superlative_quantifiers_2,0.906
tough_vs_raising_1,0.324
tough_vs_raising_2,0.691
transitive,0.689
wh_island,0.57
wh_questions_object_gap,0.567
wh_questions_subject_gap,0.892
wh_questions_subject_gap_long_distance,0.98
wh_vs_that_no_gap,0.948
wh_vs_that_no_gap_long_distance,0.965
wh_vs_that_with_gap,0.169
wh_vs_that_with_gap_long_distance,0.088
