,best
adjunct_island,0.499
anaphor_gender_agreement,0.751
anaphor_number_agreement,0.646
animate_subject_passive,0.543
animate_subject_trans,0.488
causative,0.429
complex_NP_island,0.646
coordinate_structure_constraint_complex_left_branch,0.147
coordinate_structure_constraint_object_extraction,0.506
determiner_noun_agreement_1,0.521
determiner_noun_agreement_2,0.518
determiner_noun_agreement_irregular_1,0.486
determiner_noun_agreement_irregular_2,0.483
determiner_noun_agreement_with_adj_2,0.51
determiner_noun_agreement_with_adj_irregular_1,0.524
determiner_noun_agreement_with_adj_irregular_2,0.533
determiner_noun_agreement_with_adjective_1,0.489
distractor_agreement_relational_noun,0.456
distractor_agreement_relative_clause,0.489
drop_argument,0.615
ellipsis_n_bar_1,0.331
ellipsis_n_bar_2,0.501
existential_there_object_raising,0.695
existential_there_quantifiers_1,0.702
existential_there_quantifiers_2,0.001
existential_there_subject_raising,0.564
expletive_it_object_raising,0.648
inchoative,0.378
intransitive,0.466
irregular_past_participle_adjectives,0.483
irregular_past_participle_verbs,0.788
irregular_plural_subject_verb_agreement_1,0.528
irregular_plural_subject_verb_agreement_2,0.561
left_branch_island_echo_question,0.46
left_branch_island_simple_question,0.228
matrix_question_npi_licensor_present,0.025
npi_present_1,0.437
npi_present_2,0.343
only_npi_licensor_present,0.379
only_npi_scope,0.158
passive_1,0.559
passive_2,0.508
principle_A_c_command,0.412
principle_A_case_1,1.0
principle_A_case_2,0.404
principle_A_domain_1,0.96
principle_A_domain_2,0.475
principle_A_domain_3,0.509
principle_A_reconstruction,0.369
regular_plural_subject_verb_agreement_1,0.568
regular_plural_subject_verb_agreement_2,0.461
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.548
sentential_subject_island,0.554
superlative_quantifiers_1,0.291
superlative_quantifiers_2,0.196
tough_vs_raising_1,0.48
tough_vs_raising_2,0.571
transitive,0.588
wh_island,0.972
wh_questions_object_gap,0.426
wh_questions_subject_gap,0.584
wh_questions_subject_gap_long_distance,0.568
wh_vs_that_no_gap,0.798
wh_vs_that_no_gap_long_distance,0.747
wh_vs_that_with_gap,0.172
wh_vs_that_with_gap_long_distance,0.305
