,best
adjunct_island,0.487
superlative_quantifiers_2,0.019
anaphor_gender_agreement,0.423
tough_vs_raising_1,0.538
anaphor_number_agreement,0.542
tough_vs_raising_2,0.552
animate_subject_passive,0.559
wh_questions_subject_gap,0.828
animate_subject_trans,0.468
causative,0.454
wh_vs_that_no_gap,0.926
complex_NP_island,0.519
coordinate_structure_constraint_complex_left_branch,0.114
left_branch_island_echo_question,0.375
coordinate_structure_constraint_object_extraction,0.499
transitive,0.589
determiner_noun_agreement_1,0.509
wh_island,0.431
determiner_noun_agreement_2,0.506
only_npi_scope,0.222
determiner_noun_agreement_irregular_1,0.538
passive_1,0.563
determiner_noun_agreement_irregular_2,0.509
principle_A_domain_1,0.982
determiner_noun_agreement_with_adj_2,0.487
left_branch_island_simple_question,0.149
determiner_noun_agreement_with_adj_irregular_1,0.526
matrix_question_npi_licensor_present,0.086
determiner_noun_agreement_with_adj_irregular_2,0.524
npi_present_1,0.261
determiner_noun_agreement_with_adjective_1,0.488
principle_A_domain_2,0.573
distractor_agreement_relational_noun,0.464
principle_A_domain_3,0.517
distractor_agreement_relative_clause,0.524
drop_argument,0.603
wh_vs_that_with_gap,0.063
ellipsis_n_bar_1,0.268
ellipsis_n_bar_2,0.39
principle_A_reconstruction,0.282
existential_there_object_raising,0.669
regular_plural_subject_verb_agreement_1,0.495
existential_there_quantifiers_1,0.69
regular_plural_subject_verb_agreement_2,0.432
existential_there_quantifiers_2,0.006
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.545
wh_questions_object_gap,0.576
expletive_it_object_raising,0.646
inchoative,0.419
intransitive,0.42
sentential_negation_npi_scope,0.43
irregular_past_participle_adjectives,0.698
sentential_subject_island,0.504
irregular_past_participle_verbs,0.608
npi_present_2,0.257
irregular_plural_subject_verb_agreement_1,0.52
only_npi_licensor_present,0.137
irregular_plural_subject_verb_agreement_2,0.505
passive_2,0.513
principle_A_c_command,0.384
principle_A_case_1,1.0
principle_A_case_2,0.432
superlative_quantifiers_1,0.04
wh_questions_subject_gap_long_distance,0.734
wh_vs_that_no_gap_long_distance,0.883
wh_vs_that_with_gap_long_distance,0.142
