,best
adjunct_island,0.504
anaphor_gender_agreement,0.69
anaphor_number_agreement,0.635
animate_subject_passive,0.551
animate_subject_trans,0.576
causative,0.437
complex_NP_island,0.6
coordinate_structure_constraint_complex_left_branch,0.188
coordinate_structure_constraint_object_extraction,0.516
determiner_noun_agreement_1,0.509
determiner_noun_agreement_2,0.499
determiner_noun_agreement_irregular_1,0.502
determiner_noun_agreement_irregular_2,0.52
determiner_noun_agreement_with_adj_2,0.491
determiner_noun_agreement_with_adj_irregular_1,0.545
determiner_noun_agreement_with_adj_irregular_2,0.529
determiner_noun_agreement_with_adjective_1,0.495
distractor_agreement_relational_noun,0.485
distractor_agreement_relative_clause,0.488
drop_argument,0.587
ellipsis_n_bar_1,0.378
ellipsis_n_bar_2,0.487
existential_there_object_raising,0.682
existential_there_quantifiers_1,0.754
existential_there_quantifiers_2,0.011
existential_there_subject_raising,0.546
expletive_it_object_raising,0.632
inchoative,0.414
intransitive,0.455
irregular_past_participle_adjectives,0.663
irregular_past_participle_verbs,0.735
irregular_plural_subject_verb_agreement_1,0.517
irregular_plural_subject_verb_agreement_2,0.535
left_branch_island_echo_question,0.541
left_branch_island_simple_question,0.274
matrix_question_npi_licensor_present,0.008
npi_present_1,0.406
npi_present_2,0.32
only_npi_licensor_present,0.071
only_npi_scope,0.076
passive_1,0.541
passive_2,0.502
principle_A_c_command,0.399
principle_A_case_1,1.0
principle_A_case_2,0.408
principle_A_domain_1,0.941
principle_A_domain_2,0.466
principle_A_domain_3,0.515
principle_A_reconstruction,0.371
regular_plural_subject_verb_agreement_1,0.6
regular_plural_subject_verb_agreement_2,0.474
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.624
sentential_subject_island,0.577
superlative_quantifiers_1,0.293
superlative_quantifiers_2,0.501
tough_vs_raising_1,0.482
tough_vs_raising_2,0.584
transitive,0.581
wh_island,0.967
wh_questions_object_gap,0.438
wh_questions_subject_gap,0.594
wh_questions_subject_gap_long_distance,0.615
wh_vs_that_no_gap,0.902
wh_vs_that_no_gap_long_distance,0.905
wh_vs_that_with_gap,0.103
wh_vs_that_with_gap_long_distance,0.13
