,best
adjunct_island,0.53
anaphor_gender_agreement,0.782
anaphor_number_agreement,0.645
animate_subject_passive,0.528
animate_subject_trans,0.371
causative,0.465
complex_NP_island,0.506
coordinate_structure_constraint_complex_left_branch,0.351
coordinate_structure_constraint_object_extraction,0.5
determiner_noun_agreement_1,0.536
determiner_noun_agreement_2,0.491
determiner_noun_agreement_irregular_1,0.503
determiner_noun_agreement_irregular_2,0.531
determiner_noun_agreement_with_adj_2,0.472
determiner_noun_agreement_with_adj_irregular_1,0.553
determiner_noun_agreement_with_adj_irregular_2,0.54
determiner_noun_agreement_with_adjective_1,0.477
distractor_agreement_relational_noun,0.469
distractor_agreement_relative_clause,0.518
drop_argument,0.588
ellipsis_n_bar_1,0.141
ellipsis_n_bar_2,0.365
existential_there_object_raising,0.689
existential_there_quantifiers_1,0.797
existential_there_quantifiers_2,0.409
existential_there_subject_raising,0.605
expletive_it_object_raising,0.653
inchoative,0.368
intransitive,0.447
irregular_past_participle_adjectives,0.418
irregular_past_participle_verbs,0.727
irregular_plural_subject_verb_agreement_1,0.543
irregular_plural_subject_verb_agreement_2,0.497
left_branch_island_echo_question,0.673
left_branch_island_simple_question,0.397
matrix_question_npi_licensor_present,0.049
npi_present_1,0.378
npi_present_2,0.332
only_npi_licensor_present,0.096
only_npi_scope,0.229
passive_1,0.603
passive_2,0.577
principle_A_c_command,0.381
principle_A_case_1,0.999
principle_A_case_2,0.417
principle_A_domain_1,0.943
principle_A_domain_2,0.438
principle_A_domain_3,0.521
principle_A_reconstruction,0.39
regular_plural_subject_verb_agreement_1,0.478
regular_plural_subject_verb_agreement_2,0.438
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.814
sentential_subject_island,0.504
superlative_quantifiers_1,0.254
superlative_quantifiers_2,0.19
tough_vs_raising_1,0.446
tough_vs_raising_2,0.574
transitive,0.614
wh_island,0.928
wh_questions_object_gap,0.575
wh_questions_subject_gap,0.896
wh_questions_subject_gap_long_distance,0.772
wh_vs_that_no_gap,0.84
wh_vs_that_no_gap_long_distance,0.809
wh_vs_that_with_gap,0.163
wh_vs_that_with_gap_long_distance,0.23
