,best
adjunct_island,0.521
anaphor_gender_agreement,0.785
anaphor_number_agreement,0.64
animate_subject_passive,0.521
animate_subject_trans,0.379
causative,0.452
complex_NP_island,0.493
coordinate_structure_constraint_complex_left_branch,0.369
coordinate_structure_constraint_object_extraction,0.518
determiner_noun_agreement_1,0.539
determiner_noun_agreement_2,0.491
determiner_noun_agreement_irregular_1,0.52
determiner_noun_agreement_irregular_2,0.535
determiner_noun_agreement_with_adj_2,0.472
determiner_noun_agreement_with_adj_irregular_1,0.544
determiner_noun_agreement_with_adj_irregular_2,0.541
determiner_noun_agreement_with_adjective_1,0.494
distractor_agreement_relational_noun,0.47
distractor_agreement_relative_clause,0.526
drop_argument,0.555
ellipsis_n_bar_1,0.143
ellipsis_n_bar_2,0.375
existential_there_object_raising,0.659
existential_there_quantifiers_1,0.796
existential_there_quantifiers_2,0.092
existential_there_subject_raising,0.567
expletive_it_object_raising,0.649
inchoative,0.358
intransitive,0.446
irregular_past_participle_adjectives,0.459
irregular_past_participle_verbs,0.731
irregular_plural_subject_verb_agreement_1,0.535
irregular_plural_subject_verb_agreement_2,0.496
left_branch_island_echo_question,0.654
left_branch_island_simple_question,0.439
matrix_question_npi_licensor_present,0.031
npi_present_1,0.303
npi_present_2,0.263
only_npi_licensor_present,0.094
only_npi_scope,0.261
passive_1,0.595
passive_2,0.602
principle_A_c_command,0.424
principle_A_case_1,0.99
principle_A_case_2,0.409
principle_A_domain_1,0.745
principle_A_domain_2,0.431
principle_A_domain_3,0.522
principle_A_reconstruction,0.424
regular_plural_subject_verb_agreement_1,0.528
regular_plural_subject_verb_agreement_2,0.453
sentential_negation_npi_licensor_present,0.999
sentential_negation_npi_scope,0.731
sentential_subject_island,0.513
superlative_quantifiers_1,0.264
superlative_quantifiers_2,0.137
tough_vs_raising_1,0.479
tough_vs_raising_2,0.553
transitive,0.603
wh_island,0.862
wh_questions_object_gap,0.574
wh_questions_subject_gap,0.86
wh_questions_subject_gap_long_distance,0.725
wh_vs_that_no_gap,0.796
wh_vs_that_no_gap_long_distance,0.777
wh_vs_that_with_gap,0.17
wh_vs_that_with_gap_long_distance,0.258
