,best
adjunct_island,0.493
anaphor_gender_agreement,0.693
anaphor_number_agreement,0.517
animate_subject_passive,0.479
animate_subject_trans,0.482
causative,0.473
complex_NP_island,0.496
coordinate_structure_constraint_complex_left_branch,0.276
coordinate_structure_constraint_object_extraction,0.328
determiner_noun_agreement_1,0.524
determiner_noun_agreement_2,0.52
determiner_noun_agreement_irregular_1,0.503
determiner_noun_agreement_irregular_2,0.471
determiner_noun_agreement_with_adj_2,0.503
determiner_noun_agreement_with_adj_irregular_1,0.509
determiner_noun_agreement_with_adj_irregular_2,0.498
determiner_noun_agreement_with_adjective_1,0.522
distractor_agreement_relational_noun,0.462
distractor_agreement_relative_clause,0.54
drop_argument,0.676
ellipsis_n_bar_1,0.33
ellipsis_n_bar_2,0.533
existential_there_object_raising,0.586
existential_there_quantifiers_1,0.474
existential_there_quantifiers_2,0.035
existential_there_subject_raising,0.43
expletive_it_object_raising,0.565
inchoative,0.568
intransitive,0.715
irregular_past_participle_adjectives,0.102
irregular_past_participle_verbs,0.567
irregular_plural_subject_verb_agreement_1,0.507
irregular_plural_subject_verb_agreement_2,0.435
left_branch_island_echo_question,0.339
left_branch_island_simple_question,0.374
matrix_question_npi_licensor_present,0.615
npi_present_1,0.489
npi_present_2,0.421
only_npi_licensor_present,0.905
only_npi_scope,0.491
passive_1,0.483
passive_2,0.524
principle_A_c_command,0.311
principle_A_case_1,0.834
principle_A_case_2,0.459
principle_A_domain_1,0.41
principle_A_domain_2,0.463
principle_A_domain_3,0.499
principle_A_reconstruction,0.506
regular_plural_subject_verb_agreement_1,0.555
regular_plural_subject_verb_agreement_2,0.506
sentential_negation_npi_licensor_present,0.706
sentential_negation_npi_scope,0.478
sentential_subject_island,0.554
superlative_quantifiers_1,0.941
superlative_quantifiers_2,0.0
tough_vs_raising_1,0.474
tough_vs_raising_2,0.499
transitive,0.458
wh_island,0.95
wh_questions_object_gap,0.292
wh_questions_subject_gap,0.523
wh_questions_subject_gap_long_distance,0.513
wh_vs_that_no_gap,0.661
wh_vs_that_no_gap_long_distance,0.708
wh_vs_that_with_gap,0.319
wh_vs_that_with_gap_long_distance,0.33
