,best
adjunct_island,0.484
anaphor_gender_agreement,0.58
anaphor_number_agreement,0.629
animate_subject_passive,0.592
animate_subject_trans,0.506
causative,0.488
complex_NP_island,0.463
coordinate_structure_constraint_complex_left_branch,0.27
coordinate_structure_constraint_object_extraction,0.629
determiner_noun_agreement_1,0.555
determiner_noun_agreement_2,0.495
determiner_noun_agreement_irregular_1,0.526
determiner_noun_agreement_irregular_2,0.52
determiner_noun_agreement_with_adj_2,0.474
determiner_noun_agreement_with_adj_irregular_1,0.521
determiner_noun_agreement_with_adj_irregular_2,0.535
determiner_noun_agreement_with_adjective_1,0.507
distractor_agreement_relational_noun,0.467
distractor_agreement_relative_clause,0.504
drop_argument,0.446
ellipsis_n_bar_1,0.228
ellipsis_n_bar_2,0.464
existential_there_object_raising,0.671
existential_there_quantifiers_1,0.757
existential_there_quantifiers_2,0.124
existential_there_subject_raising,0.555
expletive_it_object_raising,0.606
inchoative,0.499
intransitive,0.426
irregular_past_participle_adjectives,0.389
irregular_past_participle_verbs,0.673
irregular_plural_subject_verb_agreement_1,0.557
irregular_plural_subject_verb_agreement_2,0.525
left_branch_island_echo_question,0.577
left_branch_island_simple_question,0.352
matrix_question_npi_licensor_present,0.214
npi_present_1,0.382
npi_present_2,0.371
only_npi_licensor_present,0.0
only_npi_scope,0.076
passive_1,0.456
passive_2,0.398
principle_A_c_command,0.369
principle_A_case_1,1.0
principle_A_case_2,0.448
principle_A_domain_1,0.991
principle_A_domain_2,0.53
principle_A_domain_3,0.495
principle_A_reconstruction,0.21
regular_plural_subject_verb_agreement_1,0.6
regular_plural_subject_verb_agreement_2,0.514
sentential_negation_npi_licensor_present,0.994
sentential_negation_npi_scope,0.612
sentential_subject_island,0.505
superlative_quantifiers_1,0.392
superlative_quantifiers_2,0.334
tough_vs_raising_1,0.493
tough_vs_raising_2,0.564
transitive,0.564
wh_island,0.58
wh_questions_object_gap,0.525
wh_questions_subject_gap,0.808
wh_questions_subject_gap_long_distance,0.899
wh_vs_that_no_gap,0.944
wh_vs_that_no_gap_long_distance,0.945
wh_vs_that_with_gap,0.084
wh_vs_that_with_gap_long_distance,0.057
