,best
adjunct_island,0.452
anaphor_gender_agreement,0.804
anaphor_number_agreement,0.575
animate_subject_passive,0.482
animate_subject_trans,0.601
causative,0.515
complex_NP_island,0.321
coordinate_structure_constraint_complex_left_branch,0.645
coordinate_structure_constraint_object_extraction,0.265
determiner_noun_agreement_1,0.506
determiner_noun_agreement_2,0.512
determiner_noun_agreement_irregular_1,0.521
determiner_noun_agreement_irregular_2,0.504
determiner_noun_agreement_with_adj_2,0.512
determiner_noun_agreement_with_adj_irregular_1,0.508
determiner_noun_agreement_with_adj_irregular_2,0.486
determiner_noun_agreement_with_adjective_1,0.498
distractor_agreement_relational_noun,0.5
distractor_agreement_relative_clause,0.484
drop_argument,0.504
ellipsis_n_bar_1,0.549
ellipsis_n_bar_2,0.476
existential_there_object_raising,0.447
existential_there_quantifiers_1,0.277
existential_there_quantifiers_2,0.115
existential_there_subject_raising,0.393
expletive_it_object_raising,0.46
inchoative,0.616
intransitive,0.623
irregular_past_participle_adjectives,0.18
irregular_past_participle_verbs,0.5
irregular_plural_subject_verb_agreement_1,0.508
irregular_plural_subject_verb_agreement_2,0.514
left_branch_island_echo_question,0.639
left_branch_island_simple_question,0.581
matrix_question_npi_licensor_present,0.811
npi_present_1,0.209
npi_present_2,0.204
only_npi_licensor_present,0.0
only_npi_scope,0.481
passive_1,0.343
passive_2,0.365
principle_A_c_command,0.322
principle_A_case_1,0.23
principle_A_case_2,0.511
principle_A_domain_1,0.36
principle_A_domain_2,0.421
principle_A_domain_3,0.49
principle_A_reconstruction,0.678
regular_plural_subject_verb_agreement_1,0.625
regular_plural_subject_verb_agreement_2,0.5
sentential_negation_npi_licensor_present,0.309
sentential_negation_npi_scope,0.732
sentential_subject_island,0.517
superlative_quantifiers_1,0.992
superlative_quantifiers_2,0.486
tough_vs_raising_1,0.508
tough_vs_raising_2,0.45
transitive,0.397
wh_island,0.921
wh_questions_object_gap,0.766
wh_questions_subject_gap,0.932
wh_questions_subject_gap_long_distance,0.98
wh_vs_that_no_gap,0.981
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.019
wh_vs_that_with_gap_long_distance,0.002
