,best
adjunct_island,0.576
superlative_quantifiers_2,0.535
anaphor_gender_agreement,0.603
tough_vs_raising_1,0.458
anaphor_number_agreement,0.508
tough_vs_raising_2,0.583
animate_subject_passive,0.58
wh_questions_subject_gap,0.762
animate_subject_trans,0.478
causative,0.477
wh_vs_that_no_gap,0.717
complex_NP_island,0.387
coordinate_structure_constraint_complex_left_branch,0.255
left_branch_island_echo_question,0.731
coordinate_structure_constraint_object_extraction,0.281
transitive,0.578
determiner_noun_agreement_1,0.528
wh_island,0.912
determiner_noun_agreement_2,0.501
only_npi_scope,0.186
determiner_noun_agreement_irregular_1,0.535
passive_1,0.496
determiner_noun_agreement_irregular_2,0.575
principle_A_domain_1,0.996
determiner_noun_agreement_with_adj_2,0.489
left_branch_island_simple_question,0.358
determiner_noun_agreement_with_adj_irregular_1,0.538
matrix_question_npi_licensor_present,0.033
determiner_noun_agreement_with_adj_irregular_2,0.528
npi_present_1,0.354
determiner_noun_agreement_with_adjective_1,0.5
principle_A_domain_2,0.52
distractor_agreement_relational_noun,0.472
principle_A_domain_3,0.505
distractor_agreement_relative_clause,0.461
drop_argument,0.412
wh_vs_that_with_gap,0.33
ellipsis_n_bar_1,0.254
ellipsis_n_bar_2,0.527
principle_A_reconstruction,0.207
existential_there_object_raising,0.678
regular_plural_subject_verb_agreement_1,0.521
existential_there_quantifiers_1,0.747
regular_plural_subject_verb_agreement_2,0.5
existential_there_quantifiers_2,0.311
sentential_negation_npi_licensor_present,0.993
existential_there_subject_raising,0.557
wh_questions_object_gap,0.435
expletive_it_object_raising,0.618
inchoative,0.477
intransitive,0.405
sentential_negation_npi_scope,0.689
irregular_past_participle_adjectives,0.382
sentential_subject_island,0.574
irregular_past_participle_verbs,0.815
npi_present_2,0.336
irregular_plural_subject_verb_agreement_1,0.577
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.539
passive_2,0.42
principle_A_c_command,0.532
principle_A_case_1,1.0
principle_A_case_2,0.483
superlative_quantifiers_1,0.49
wh_questions_subject_gap_long_distance,0.837
wh_vs_that_no_gap_long_distance,0.774
wh_vs_that_with_gap_long_distance,0.339
