,best
adjunct_island,0.586
anaphor_gender_agreement,0.524
anaphor_number_agreement,0.496
animate_subject_passive,0.496
animate_subject_trans,0.356
causative,0.453
complex_NP_island,0.511
coordinate_structure_constraint_complex_left_branch,0.306
coordinate_structure_constraint_object_extraction,0.488
determiner_noun_agreement_1,0.497
determiner_noun_agreement_2,0.489
determiner_noun_agreement_irregular_1,0.505
determiner_noun_agreement_irregular_2,0.529
determiner_noun_agreement_with_adj_2,0.474
determiner_noun_agreement_with_adj_irregular_1,0.521
determiner_noun_agreement_with_adj_irregular_2,0.536
determiner_noun_agreement_with_adjective_1,0.508
distractor_agreement_relational_noun,0.485
distractor_agreement_relative_clause,0.524
drop_argument,0.567
ellipsis_n_bar_1,0.265
ellipsis_n_bar_2,0.314
existential_there_object_raising,0.71
existential_there_quantifiers_1,0.74
existential_there_quantifiers_2,0.06
existential_there_subject_raising,0.555
expletive_it_object_raising,0.627
inchoative,0.353
intransitive,0.399
irregular_past_participle_adjectives,0.298
irregular_past_participle_verbs,0.625
irregular_plural_subject_verb_agreement_1,0.528
irregular_plural_subject_verb_agreement_2,0.53
left_branch_island_echo_question,0.625
left_branch_island_simple_question,0.286
matrix_question_npi_licensor_present,0.018
npi_present_1,0.22
npi_present_2,0.211
only_npi_licensor_present,0.497
only_npi_scope,0.317
passive_1,0.636
passive_2,0.615
principle_A_c_command,0.39
principle_A_case_1,1.0
principle_A_case_2,0.448
principle_A_domain_1,0.994
principle_A_domain_2,0.535
principle_A_domain_3,0.52
principle_A_reconstruction,0.399
regular_plural_subject_verb_agreement_1,0.457
regular_plural_subject_verb_agreement_2,0.456
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.582
sentential_subject_island,0.463
superlative_quantifiers_1,0.335
superlative_quantifiers_2,0.353
tough_vs_raising_1,0.526
tough_vs_raising_2,0.561
transitive,0.61
wh_island,0.942
wh_questions_object_gap,0.611
wh_questions_subject_gap,0.934
wh_questions_subject_gap_long_distance,0.879
wh_vs_that_no_gap,0.964
wh_vs_that_no_gap_long_distance,0.963
wh_vs_that_with_gap,0.048
wh_vs_that_with_gap_long_distance,0.047
