,epoch_9
adjunct_island,0.498
anaphor_gender_agreement,0.764
anaphor_number_agreement,0.634
animate_subject_passive,0.538
animate_subject_trans,0.409
causative,0.456
complex_NP_island,0.465
coordinate_structure_constraint_complex_left_branch,0.333
coordinate_structure_constraint_object_extraction,0.474
determiner_noun_agreement_1,0.539
determiner_noun_agreement_2,0.49
determiner_noun_agreement_irregular_1,0.479
determiner_noun_agreement_irregular_2,0.528
determiner_noun_agreement_with_adj_2,0.473
determiner_noun_agreement_with_adj_irregular_1,0.524
determiner_noun_agreement_with_adj_irregular_2,0.537
determiner_noun_agreement_with_adjective_1,0.484
distractor_agreement_relational_noun,0.464
distractor_agreement_relative_clause,0.523
drop_argument,0.644
ellipsis_n_bar_1,0.146
ellipsis_n_bar_2,0.333
existential_there_object_raising,0.703
existential_there_quantifiers_1,0.813
existential_there_quantifiers_2,0.684
existential_there_subject_raising,0.583
expletive_it_object_raising,0.663
inchoative,0.371
intransitive,0.474
irregular_past_participle_adjectives,0.447
irregular_past_participle_verbs,0.729
irregular_plural_subject_verb_agreement_1,0.528
irregular_plural_subject_verb_agreement_2,0.499
left_branch_island_echo_question,0.5
left_branch_island_simple_question,0.339
matrix_question_npi_licensor_present,0.141
npi_present_1,0.345
npi_present_2,0.297
only_npi_licensor_present,0.358
only_npi_scope,0.541
passive_1,0.633
passive_2,0.594
principle_A_c_command,0.375
principle_A_case_1,1.0
principle_A_case_2,0.402
principle_A_domain_1,0.993
principle_A_domain_2,0.448
principle_A_domain_3,0.532
principle_A_reconstruction,0.351
regular_plural_subject_verb_agreement_1,0.497
regular_plural_subject_verb_agreement_2,0.445
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.861
sentential_subject_island,0.516
superlative_quantifiers_1,0.324
superlative_quantifiers_2,0.192
tough_vs_raising_1,0.43
tough_vs_raising_2,0.584
transitive,0.612
wh_island,0.923
wh_questions_object_gap,0.534
wh_questions_subject_gap,0.887
wh_questions_subject_gap_long_distance,0.79
wh_vs_that_no_gap,0.809
wh_vs_that_no_gap_long_distance,0.8
wh_vs_that_with_gap,0.179
wh_vs_that_with_gap_long_distance,0.224
