,best
adjunct_island,0.604
anaphor_gender_agreement,0.741
anaphor_number_agreement,0.647
animate_subject_passive,0.555
animate_subject_trans,0.599
causative,0.426
complex_NP_island,0.67
coordinate_structure_constraint_complex_left_branch,0.182
coordinate_structure_constraint_object_extraction,0.558
determiner_noun_agreement_1,0.515
determiner_noun_agreement_2,0.498
determiner_noun_agreement_irregular_1,0.523
determiner_noun_agreement_irregular_2,0.581
determiner_noun_agreement_with_adj_2,0.492
determiner_noun_agreement_with_adj_irregular_1,0.544
determiner_noun_agreement_with_adj_irregular_2,0.53
determiner_noun_agreement_with_adjective_1,0.502
distractor_agreement_relational_noun,0.469
distractor_agreement_relative_clause,0.456
drop_argument,0.565
ellipsis_n_bar_1,0.4
ellipsis_n_bar_2,0.519
existential_there_object_raising,0.683
existential_there_quantifiers_1,0.829
existential_there_quantifiers_2,0.039
existential_there_subject_raising,0.555
expletive_it_object_raising,0.647
inchoative,0.426
intransitive,0.452
irregular_past_participle_adjectives,0.816
irregular_past_participle_verbs,0.732
irregular_plural_subject_verb_agreement_1,0.533
irregular_plural_subject_verb_agreement_2,0.529
left_branch_island_echo_question,0.586
left_branch_island_simple_question,0.275
matrix_question_npi_licensor_present,0.003
npi_present_1,0.344
npi_present_2,0.273
only_npi_licensor_present,0.006
only_npi_scope,0.067
passive_1,0.557
passive_2,0.517
principle_A_c_command,0.39
principle_A_case_1,1.0
principle_A_case_2,0.423
principle_A_domain_1,0.931
principle_A_domain_2,0.459
principle_A_domain_3,0.506
principle_A_reconstruction,0.398
regular_plural_subject_verb_agreement_1,0.565
regular_plural_subject_verb_agreement_2,0.5
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.672
sentential_subject_island,0.592
superlative_quantifiers_1,0.315
superlative_quantifiers_2,0.455
tough_vs_raising_1,0.455
tough_vs_raising_2,0.595
transitive,0.585
wh_island,0.896
wh_questions_object_gap,0.401
wh_questions_subject_gap,0.601
wh_questions_subject_gap_long_distance,0.662
wh_vs_that_no_gap,0.887
wh_vs_that_no_gap_long_distance,0.94
wh_vs_that_with_gap,0.186
wh_vs_that_with_gap_long_distance,0.13
