,best
adjunct_island,0.695
superlative_quantifiers_2,0.325
anaphor_gender_agreement,0.664
tough_vs_raising_1,0.487
anaphor_number_agreement,0.608
tough_vs_raising_2,0.57
animate_subject_passive,0.547
wh_questions_subject_gap,0.865
animate_subject_trans,0.444
causative,0.452
wh_vs_that_no_gap,0.954
complex_NP_island,0.407
coordinate_structure_constraint_complex_left_branch,0.16
left_branch_island_echo_question,0.533
coordinate_structure_constraint_object_extraction,0.374
transitive,0.606
determiner_noun_agreement_1,0.584
wh_island,0.776
determiner_noun_agreement_2,0.496
only_npi_scope,0.45
determiner_noun_agreement_irregular_1,0.535
passive_1,0.57
determiner_noun_agreement_irregular_2,0.538
principle_A_domain_1,0.971
determiner_noun_agreement_with_adj_2,0.477
left_branch_island_simple_question,0.185
determiner_noun_agreement_with_adj_irregular_1,0.517
matrix_question_npi_licensor_present,0.095
determiner_noun_agreement_with_adj_irregular_2,0.543
npi_present_1,0.509
determiner_noun_agreement_with_adjective_1,0.534
principle_A_domain_2,0.468
distractor_agreement_relational_noun,0.493
principle_A_domain_3,0.499
distractor_agreement_relative_clause,0.505
drop_argument,0.538
wh_vs_that_with_gap,0.078
ellipsis_n_bar_1,0.258
ellipsis_n_bar_2,0.486
principle_A_reconstruction,0.207
existential_there_object_raising,0.673
regular_plural_subject_verb_agreement_1,0.601
existential_there_quantifiers_1,0.794
regular_plural_subject_verb_agreement_2,0.498
existential_there_quantifiers_2,0.375
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.489
wh_questions_object_gap,0.462
expletive_it_object_raising,0.645
inchoative,0.481
intransitive,0.459
sentential_negation_npi_scope,0.609
irregular_past_participle_adjectives,0.798
sentential_subject_island,0.432
irregular_past_participle_verbs,0.669
npi_present_2,0.438
irregular_plural_subject_verb_agreement_1,0.596
only_npi_licensor_present,0.487
irregular_plural_subject_verb_agreement_2,0.536
passive_2,0.481
principle_A_c_command,0.507
principle_A_case_1,1.0
principle_A_case_2,0.467
superlative_quantifiers_1,0.153
wh_questions_subject_gap_long_distance,0.901
wh_vs_that_no_gap_long_distance,0.957
wh_vs_that_with_gap_long_distance,0.067
