,best
adjunct_island,0.467
anaphor_gender_agreement,0.761
anaphor_number_agreement,0.611
animate_subject_passive,0.461
animate_subject_trans,0.489
causative,0.405
complex_NP_island,0.404
coordinate_structure_constraint_complex_left_branch,0.527
coordinate_structure_constraint_object_extraction,0.492
determiner_noun_agreement_1,0.531
determiner_noun_agreement_2,0.494
determiner_noun_agreement_irregular_1,0.521
determiner_noun_agreement_irregular_2,0.516
determiner_noun_agreement_with_adj_2,0.486
determiner_noun_agreement_with_adj_irregular_1,0.514
determiner_noun_agreement_with_adj_irregular_2,0.541
determiner_noun_agreement_with_adjective_1,0.503
distractor_agreement_relational_noun,0.483
distractor_agreement_relative_clause,0.482
drop_argument,0.531
ellipsis_n_bar_1,0.3
ellipsis_n_bar_2,0.445
existential_there_object_raising,0.616
existential_there_quantifiers_1,0.738
existential_there_quantifiers_2,0.014
existential_there_subject_raising,0.518
expletive_it_object_raising,0.587
inchoative,0.471
intransitive,0.508
irregular_past_participle_adjectives,0.403
irregular_past_participle_verbs,0.641
irregular_plural_subject_verb_agreement_1,0.517
irregular_plural_subject_verb_agreement_2,0.51
left_branch_island_echo_question,0.516
left_branch_island_simple_question,0.506
matrix_question_npi_licensor_present,0.146
npi_present_1,0.592
npi_present_2,0.536
only_npi_licensor_present,0.242
only_npi_scope,0.348
passive_1,0.53
passive_2,0.504
principle_A_c_command,0.478
principle_A_case_1,0.921
principle_A_case_2,0.48
principle_A_domain_1,0.457
principle_A_domain_2,0.443
principle_A_domain_3,0.506
principle_A_reconstruction,0.512
regular_plural_subject_verb_agreement_1,0.475
regular_plural_subject_verb_agreement_2,0.499
sentential_negation_npi_licensor_present,0.691
sentential_negation_npi_scope,0.712
sentential_subject_island,0.499
superlative_quantifiers_1,0.384
superlative_quantifiers_2,0.051
tough_vs_raising_1,0.483
tough_vs_raising_2,0.527
transitive,0.511
wh_island,0.685
wh_questions_object_gap,0.467
wh_questions_subject_gap,0.596
wh_questions_subject_gap_long_distance,0.584
wh_vs_that_no_gap,0.55
wh_vs_that_no_gap_long_distance,0.613
wh_vs_that_with_gap,0.434
wh_vs_that_with_gap_long_distance,0.388
