,checkpoint-32000
adjunct_island,0.643
anaphor_gender_agreement,0.602
anaphor_number_agreement,0.811
animate_subject_passive,0.709
animate_subject_trans,0.814
causative,0.673
complex_NP_island,0.406
coordinate_structure_constraint_complex_left_branch,0.242
coordinate_structure_constraint_object_extraction,0.572
determiner_noun_agreement_1,0.892
determiner_noun_agreement_2,0.937
determiner_noun_agreement_irregular_1,0.748
determiner_noun_agreement_irregular_2,0.871
determiner_noun_agreement_with_adj_2,0.842
determiner_noun_agreement_with_adj_irregular_1,0.76
determiner_noun_agreement_with_adj_irregular_2,0.789
determiner_noun_agreement_with_adjective_1,0.79
distractor_agreement_relational_noun,0.308
distractor_agreement_relative_clause,0.328
drop_argument,0.579
ellipsis_n_bar_1,0.529
ellipsis_n_bar_2,0.748
existential_there_object_raising,0.783
existential_there_quantifiers_1,0.966
existential_there_quantifiers_2,0.725
existential_there_subject_raising,0.762
expletive_it_object_raising,0.742
inchoative,0.572
intransitive,0.561
irregular_past_participle_adjectives,0.775
irregular_past_participle_verbs,0.819
irregular_plural_subject_verb_agreement_1,0.78
irregular_plural_subject_verb_agreement_2,0.742
left_branch_island_echo_question,0.56
left_branch_island_simple_question,0.382
matrix_question_npi_licensor_present,0.26
npi_present_1,0.502
npi_present_2,0.368
only_npi_licensor_present,0.862
only_npi_scope,0.489
passive_1,0.685
passive_2,0.694
principle_A_c_command,0.617
principle_A_case_1,1.0
principle_A_case_2,0.664
principle_A_domain_1,0.994
principle_A_domain_2,0.606
principle_A_domain_3,0.526
principle_A_reconstruction,0.357
regular_plural_subject_verb_agreement_1,0.774
regular_plural_subject_verb_agreement_2,0.769
sentential_negation_npi_licensor_present,0.988
sentential_negation_npi_scope,0.327
sentential_subject_island,0.269
superlative_quantifiers_1,0.794
superlative_quantifiers_2,0.841
tough_vs_raising_1,0.345
tough_vs_raising_2,0.72
transitive,0.683
wh_island,0.424
wh_questions_object_gap,0.483
wh_questions_subject_gap,0.87
wh_questions_subject_gap_long_distance,0.971
wh_vs_that_no_gap,0.913
wh_vs_that_no_gap_long_distance,0.961
wh_vs_that_with_gap,0.261
wh_vs_that_with_gap_long_distance,0.121
