,epoch_5
adjunct_island,0.473
anaphor_gender_agreement,0.68
anaphor_number_agreement,0.599
animate_subject_passive,0.563
animate_subject_trans,0.508
causative,0.452
complex_NP_island,0.385
coordinate_structure_constraint_complex_left_branch,0.425
coordinate_structure_constraint_object_extraction,0.348
determiner_noun_agreement_1,0.526
determiner_noun_agreement_2,0.502
determiner_noun_agreement_irregular_1,0.508
determiner_noun_agreement_irregular_2,0.546
determiner_noun_agreement_with_adj_2,0.466
determiner_noun_agreement_with_adj_irregular_1,0.49
determiner_noun_agreement_with_adj_irregular_2,0.558
determiner_noun_agreement_with_adjective_1,0.495
distractor_agreement_relational_noun,0.508
distractor_agreement_relative_clause,0.531
drop_argument,0.551
ellipsis_n_bar_1,0.377
ellipsis_n_bar_2,0.307
existential_there_object_raising,0.7
existential_there_quantifiers_1,0.719
existential_there_quantifiers_2,0.51
existential_there_subject_raising,0.622
expletive_it_object_raising,0.65
inchoative,0.313
intransitive,0.399
irregular_past_participle_adjectives,0.162
irregular_past_participle_verbs,0.769
irregular_plural_subject_verb_agreement_1,0.537
irregular_plural_subject_verb_agreement_2,0.499
left_branch_island_echo_question,0.52
left_branch_island_simple_question,0.45
matrix_question_npi_licensor_present,0.153
npi_present_1,0.437
npi_present_2,0.381
only_npi_licensor_present,0.325
only_npi_scope,0.634
passive_1,0.6
passive_2,0.582
principle_A_c_command,0.4
principle_A_case_1,1.0
principle_A_case_2,0.404
principle_A_domain_1,1.0
principle_A_domain_2,0.486
principle_A_domain_3,0.506
principle_A_reconstruction,0.47
regular_plural_subject_verb_agreement_1,0.443
regular_plural_subject_verb_agreement_2,0.488
sentential_negation_npi_licensor_present,0.999
sentential_negation_npi_scope,0.546
sentential_subject_island,0.517
superlative_quantifiers_1,0.509
superlative_quantifiers_2,0.137
tough_vs_raising_1,0.46
tough_vs_raising_2,0.587
transitive,0.628
wh_island,0.828
wh_questions_object_gap,0.695
wh_questions_subject_gap,0.89
wh_questions_subject_gap_long_distance,0.902
wh_vs_that_no_gap,0.971
wh_vs_that_no_gap_long_distance,0.97
wh_vs_that_with_gap,0.024
wh_vs_that_with_gap_long_distance,0.029
