,best
adjunct_island,0.571
anaphor_gender_agreement,0.703
anaphor_number_agreement,0.646
animate_subject_passive,0.558
animate_subject_trans,0.597
causative,0.419
complex_NP_island,0.657
coordinate_structure_constraint_complex_left_branch,0.185
coordinate_structure_constraint_object_extraction,0.527
determiner_noun_agreement_1,0.512
determiner_noun_agreement_2,0.495
determiner_noun_agreement_irregular_1,0.52
determiner_noun_agreement_irregular_2,0.557
determiner_noun_agreement_with_adj_2,0.487
determiner_noun_agreement_with_adj_irregular_1,0.534
determiner_noun_agreement_with_adj_irregular_2,0.531
determiner_noun_agreement_with_adjective_1,0.502
distractor_agreement_relational_noun,0.48
distractor_agreement_relative_clause,0.464
drop_argument,0.587
ellipsis_n_bar_1,0.384
ellipsis_n_bar_2,0.51
existential_there_object_raising,0.683
existential_there_quantifiers_1,0.794
existential_there_quantifiers_2,0.013
existential_there_subject_raising,0.55
expletive_it_object_raising,0.639
inchoative,0.42
intransitive,0.454
irregular_past_participle_adjectives,0.714
irregular_past_participle_verbs,0.742
irregular_plural_subject_verb_agreement_1,0.514
irregular_plural_subject_verb_agreement_2,0.524
left_branch_island_echo_question,0.578
left_branch_island_simple_question,0.271
matrix_question_npi_licensor_present,0.005
npi_present_1,0.355
npi_present_2,0.279
only_npi_licensor_present,0.005
only_npi_scope,0.059
passive_1,0.557
passive_2,0.504
principle_A_c_command,0.385
principle_A_case_1,1.0
principle_A_case_2,0.412
principle_A_domain_1,0.913
principle_A_domain_2,0.482
principle_A_domain_3,0.505
principle_A_reconstruction,0.413
regular_plural_subject_verb_agreement_1,0.588
regular_plural_subject_verb_agreement_2,0.491
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.659
sentential_subject_island,0.595
superlative_quantifiers_1,0.344
superlative_quantifiers_2,0.43
tough_vs_raising_1,0.461
tough_vs_raising_2,0.595
transitive,0.582
wh_island,0.913
wh_questions_object_gap,0.41
wh_questions_subject_gap,0.58
wh_questions_subject_gap_long_distance,0.645
wh_vs_that_no_gap,0.895
wh_vs_that_no_gap_long_distance,0.942
wh_vs_that_with_gap,0.172
wh_vs_that_with_gap_long_distance,0.12
