,checkpoint-24000
adjunct_island,0.692
anaphor_gender_agreement,0.674
anaphor_number_agreement,0.874
animate_subject_passive,0.664
animate_subject_trans,0.852
causative,0.607
complex_NP_island,0.3
coordinate_structure_constraint_complex_left_branch,0.199
coordinate_structure_constraint_object_extraction,0.412
determiner_noun_agreement_1,0.864
determiner_noun_agreement_2,0.904
determiner_noun_agreement_irregular_1,0.76
determiner_noun_agreement_irregular_2,0.847
determiner_noun_agreement_with_adj_2,0.763
determiner_noun_agreement_with_adj_irregular_1,0.764
determiner_noun_agreement_with_adj_irregular_2,0.738
determiner_noun_agreement_with_adjective_1,0.786
distractor_agreement_relational_noun,0.244
distractor_agreement_relative_clause,0.23
drop_argument,0.593
ellipsis_n_bar_1,0.49
ellipsis_n_bar_2,0.704
existential_there_object_raising,0.724
existential_there_quantifiers_1,0.947
existential_there_quantifiers_2,0.66
existential_there_subject_raising,0.755
expletive_it_object_raising,0.709
inchoative,0.545
intransitive,0.578
irregular_past_participle_adjectives,0.736
irregular_past_participle_verbs,0.857
irregular_plural_subject_verb_agreement_1,0.754
irregular_plural_subject_verb_agreement_2,0.776
left_branch_island_echo_question,0.569
left_branch_island_simple_question,0.342
matrix_question_npi_licensor_present,0.208
npi_present_1,0.399
npi_present_2,0.505
only_npi_licensor_present,0.479
only_npi_scope,0.515
passive_1,0.684
passive_2,0.63
principle_A_c_command,0.574
principle_A_case_1,1.0
principle_A_case_2,0.635
principle_A_domain_1,0.988
principle_A_domain_2,0.596
principle_A_domain_3,0.518
principle_A_reconstruction,0.257
regular_plural_subject_verb_agreement_1,0.788
regular_plural_subject_verb_agreement_2,0.763
sentential_negation_npi_licensor_present,0.995
sentential_negation_npi_scope,0.429
sentential_subject_island,0.275
superlative_quantifiers_1,0.955
superlative_quantifiers_2,0.997
tough_vs_raising_1,0.296
tough_vs_raising_2,0.719
transitive,0.668
wh_island,0.506
wh_questions_object_gap,0.527
wh_questions_subject_gap,0.901
wh_questions_subject_gap_long_distance,0.991
wh_vs_that_no_gap,0.921
wh_vs_that_no_gap_long_distance,0.966
wh_vs_that_with_gap,0.179
wh_vs_that_with_gap_long_distance,0.099
