,best
adjunct_island,0.53
anaphor_gender_agreement,0.542
anaphor_number_agreement,0.587
animate_subject_passive,0.587
animate_subject_trans,0.552
causative,0.489
complex_NP_island,0.436
coordinate_structure_constraint_complex_left_branch,0.221
coordinate_structure_constraint_object_extraction,0.576
determiner_noun_agreement_1,0.562
determiner_noun_agreement_2,0.504
determiner_noun_agreement_irregular_1,0.526
determiner_noun_agreement_irregular_2,0.538
determiner_noun_agreement_with_adj_2,0.481
determiner_noun_agreement_with_adj_irregular_1,0.545
determiner_noun_agreement_with_adj_irregular_2,0.534
determiner_noun_agreement_with_adjective_1,0.515
distractor_agreement_relational_noun,0.459
distractor_agreement_relative_clause,0.503
drop_argument,0.454
ellipsis_n_bar_1,0.253
ellipsis_n_bar_2,0.453
existential_there_object_raising,0.678
existential_there_quantifiers_1,0.757
existential_there_quantifiers_2,0.164
existential_there_subject_raising,0.555
expletive_it_object_raising,0.611
inchoative,0.509
intransitive,0.433
irregular_past_participle_adjectives,0.481
irregular_past_participle_verbs,0.651
irregular_plural_subject_verb_agreement_1,0.564
irregular_plural_subject_verb_agreement_2,0.548
left_branch_island_echo_question,0.588
left_branch_island_simple_question,0.277
matrix_question_npi_licensor_present,0.176
npi_present_1,0.381
npi_present_2,0.379
only_npi_licensor_present,0.0
only_npi_scope,0.086
passive_1,0.464
passive_2,0.405
principle_A_c_command,0.406
principle_A_case_1,1.0
principle_A_case_2,0.447
principle_A_domain_1,0.991
principle_A_domain_2,0.517
principle_A_domain_3,0.493
principle_A_reconstruction,0.15
regular_plural_subject_verb_agreement_1,0.613
regular_plural_subject_verb_agreement_2,0.509
sentential_negation_npi_licensor_present,0.989
sentential_negation_npi_scope,0.624
sentential_subject_island,0.488
superlative_quantifiers_1,0.389
superlative_quantifiers_2,0.338
tough_vs_raising_1,0.502
tough_vs_raising_2,0.55
transitive,0.562
wh_island,0.68
wh_questions_object_gap,0.483
wh_questions_subject_gap,0.798
wh_questions_subject_gap_long_distance,0.884
wh_vs_that_no_gap,0.907
wh_vs_that_no_gap_long_distance,0.92
wh_vs_that_with_gap,0.142
wh_vs_that_with_gap_long_distance,0.107
